API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Tue Sep  1 12:01:21 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Sun (10)                        {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2041-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2045-Jan-01 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
EOP file        : eop.260831.p261127
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2026-AUG-31. PREDICTS-> 2026-NOV-26
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2466520.500000000, A.D. 2041-Jan-01 00:00:00.0000,  2.646885999964768E+07, -1.327721782514427E+08, -5.754968863630322E+07,  2.979975963998812E+01,  5.018371818326496E+00,  2.173704705549222E+00,
2466521.500000000, A.D. 2041-Jan-02 00:00:00.0000,  2.903933017224969E+07, -1.323178327351800E+08, -5.735287681167240E+07,  2.970018694714404E+01,  5.498636405719934E+00,  2.382028841488780E+00,
2466522.500000000, A.D. 2041-Jan-03 00:00:00.0000,  3.160076197412764E+07, -1.318220622511611E+08, -5.713809303927439E+07,  2.959053629348364E+01,  5.977220641114797E+00,  2.589693077511424E+00,
2466523.500000000, A.D. 2041-Jan-04 00:00:00.0000,  3.415228554019517E+07, -1.312850283678464E+08, -5.690540203628469E+07,  2.947084366245977E+01,  6.453744241544897E+00,  2.796517411210022E+00,
2466524.500000000, A.D. 2041-Jan-05 00:00:00.0000,  3.669303825535829E+07, -1.307069252016872E+08, -5.665488423991398E+07,  2.934124048497040E+01,  6.927840533703495E+00,  3.002321224911306E+00,
2466525.500000000, A.D. 2041-Jan-06 00:00:00.0000,  3.922217254050416E+07, -1.300879766447850E+08, -5.638663502492116E+07,  2.920193908295365E+01,  7.399191994187570E+00,  3.206942233206947E+00,
2466526.500000000, A.D. 2041-Jan-07 00:00:00.0000,  4.173886151091046E+07, -1.294284310642117E+08, -5.610076248569550E+07,  2.905319988818880E+01,  7.867551510630132E+00,  3.410249747034564E+00,
2466527.500000000, A.D. 2041-Jan-08 00:00:00.0000,  4.424230151188952E+07, -1.287285550052445E+08, -5.579738446969189E+07,  2.889529445447857E+01,  8.332744222680903E+00,  3.612148560051758E+00,
2466528.500000000, A.D. 2041-Jan-09 00:00:00.0000,  4.673171175682837E+07, -1.279886274338157E+08, -5.547662564828706E+07,  2.872847692578725E+01,  8.794654550716409E+00,  3.812574747405841E+00,
