API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Tue Sep  1 12:01:13 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Sun (10)                        {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2036-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2041-Jan-01 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
EOP file        : eop.260831.p261127
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2026-AUG-31. PREDICTS-> 2026-NOV-26
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2464693.500000000, A.D. 2036-Jan-01 00:00:00.0000,  2.461252523361987E+07, -1.330728517726445E+08, -5.768094311072633E+07,  2.986298468374608E+01,  4.682252109156265E+00,  2.028240153245241E+00,
2464694.500000000, A.D. 2036-Jan-02 00:00:00.0000,  2.718865309963819E+07, -1.326475413435282E+08, -5.749670617408055E+07,  2.976798907787636E+01,  5.162591105409307E+00,  2.236379683078711E+00,
2464695.500000000, A.D. 2036-Jan-03 00:00:00.0000,  2.975615589403477E+07, -1.321808121380886E+08, -5.729451952418203E+07,  2.966334634644137E+01,  5.640982160196691E+00,  2.443726830291558E+00,
2464696.500000000, A.D. 2036-Jan-04 00:00:00.0000,  3.231420450428115E+07, -1.316728421704390E+08, -5.707445572450703E+07,  2.954916095952861E+01,  6.117201817299236E+00,  2.650187012494126E+00,
2464697.500000000, A.D. 2036-Jan-05 00:00:00.0000,  3.486197954202857E+07, -1.311238284037389E+08, -5.683659541535284E+07,  2.942555375485630E+01,  6.591034990775776E+00,  2.855667869174826E+00,
2464698.500000000, A.D. 2036-Jan-06 00:00:00.0000,  3.739867283232435E+07, -1.305339859855896E+08, -5.658102711162728E+07,  2.929266390077550E+01,  7.062276163766873E+00,  3.060079570111293E+00,
2464699.500000000, A.D. 2036-Jan-07 00:00:00.0000,  3.992348912319672E+07, -1.299035472994240E+08, -5.630784694879464E+07,  2.915065191545856E+01,  7.530732662755800E+00,  3.263335787285026E+00,
2464700.500000000, A.D. 2036-Jan-08 00:00:00.0000,  4.243564806163463E+07, -1.292327605975966E+08, -5.601715829822606E+07,  2.899970251623774E+01,  7.996231257857790E+00,  3.465355828213357E+00,
2464701.500000000, A.D. 2036-Jan-09 00:00:00.0000,  4.493438632499855E+07, -1.285218878890791E+08, -5.570907113272623E+07,  2.884002484662154E+01,  8.458628858735656E+00,  3.666068327875756E+00,
